"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Grm4",0.125917190081921,-0.768517210449644,0.014,0.024,1
"Dynlrb2",0.125929273874338,-0.626404866526241,0.026,0.04,1
"Ostf1",0.125944702025787,0.127834641698261,0.799,0.785,1
"Zfp946",0.126165610790689,-0.278481563105935,0.233,0.262,1
"Tsen15",0.126305022212391,-0.0639721688703458,0.909,0.918,1
"Arl13b",0.126343422540342,-0.148636940550742,0.367,0.4,1
"Gm20219",0.126366632118002,0.475474747492973,0.057,0.04,1
"Mbd4",0.126439335399231,-0.250602530530498,0.175,0.205,1
"Pdcl",0.126483768789416,-0.074387175339925,0.724,0.757,1
"Agtrap",0.126485606097069,0.177669743116154,0.404,0.376,1
"Gsap",0.1265594159931,-0.454135924615629,0.057,0.076,1
"Nme3",0.126788283719577,-0.449195183345359,0.075,0.095,1
"Txndc17",0.126791101587847,0.0426401718556852,0.997,1,1
"Zfp697",0.127018207752017,-0.249247250918487,0.171,0.201,1
"Gm8251",0.127051775347014,1.40836055163444,0.005,0,1
"Ccdc148",0.127051775347014,1.40836055163444,0.005,0,1
"Foxl2",0.127051775347014,1.40836055163444,0.005,0,1
"Arx",0.127052056051592,1.57828555307675,0.005,0,1
"Ppm1n",0.127052056051592,1.57828555307675,0.005,0,1
"Ssh1",0.127161390606884,0.220703188395091,0.493,0.465,1
"Mblac1",0.127223695960772,-0.24178042073041,0.204,0.235,1
"Hspb1",0.127238571038762,-0.165374693663466,0.091,0.115,1
"Rasl10b",0.127492802701451,0.294978752216692,0.188,0.159,1
"Nt5c3b",0.127554246803733,-0.0676537310950809,0.852,0.867,1
"Ctnna1",0.127577400681713,0.0784960662080088,0.98,0.984,1
"Piezo2",0.127586015852589,-0.300738249098827,0.127,0.153,1
"Serinc3",0.127671227745708,0.0661143634233574,0.976,0.966,1
"Capzb",0.127691090721259,-0.0306958260512094,1,1,1
"Naif1",0.127817257130926,-0.434098171379085,0.057,0.076,1
"Ficd",0.127934410413351,-0.369247027029117,0.092,0.115,1
"Slc36a1",0.128092396561969,-0.224522579711947,0.139,0.167,1
"Rhob",0.128208116835636,-0.173977434917611,0.809,0.833,1
"Srr",0.128230106359907,0.115354066049582,0.485,0.447,1
"Psmd9",0.128301664709349,0.0732743295881042,0.908,0.911,1
"Cog1",0.128309677676209,-0.103396384455032,0.433,0.473,1
"Ganab",0.128403906802804,0.0651813992859542,0.98,0.978,1
"4631405J19Rik",0.128407749741689,0.22439771679184,0.101,0.078,1
"Ikbkap",0.128408871311082,-0.0922414224106227,0.689,0.72,1
"Sdhc",0.128493062204373,0.0705853031466734,0.999,0.994,1
"9030624J02Rik",0.12859637666847,0.132647011729895,0.77,0.742,1
"Slc2a3",0.128669630155371,0.539890174339738,0.123,0.099,1
"Ncald",0.128743825605233,0.112312974743186,0.947,0.94,1
"Msh6",0.129304815254865,-0.0835849333501898,0.543,0.586,1
"Chmp7",0.12951628934465,-0.069280180410328,0.796,0.815,1
"Ttc38",0.129528942188973,0.523837769054371,0.05,0.034,1
"Bcor",0.12965956761852,0.173418452829994,0.491,0.451,1
"Mrpl34",0.129837267600748,0.0463922722171106,0.999,0.998,1
"Hmgxb4",0.129862612336671,-0.0641767637779307,0.571,0.632,1
"Krit1",0.130132608796914,-0.077425915333478,0.813,0.843,1
"Gprin1",0.130170672506721,-0.330252895413253,0.107,0.131,1
"Upp2",0.130190330390096,0.298825599329843,0.215,0.185,1
"Smad5",0.130477119571441,0.116504248784886,0.922,0.917,1
"N4bp2l2",0.130548166927057,0.095272983186159,0.864,0.871,1
"Mrpl35",0.130847164166631,-0.0566148966693074,0.951,0.974,1
"Zfp983",0.131233051124197,-0.483114991587395,0.045,0.062,1
"Adamts4",0.131389429146935,-0.32458399064092,0.248,0.276,1
"Ppme1",0.13144163161958,0.127984946191579,0.766,0.773,1
"Nipa2",0.131545472815746,0.0958667377517265,0.834,0.853,1
"Dnttip1",0.131548602062754,-0.0458440350554972,0.89,0.932,1
"Izumo4",0.131771624233228,0.224328603996747,0.305,0.274,1
"Ppp1r13b",0.131795676716358,0.49779563521638,0.104,0.082,1
"Ift20",0.131820360163151,0.0793377362191992,0.976,0.984,1
"Sucla2",0.131939651762572,-0.0851959067751946,0.924,0.932,1
"6720427I07Rik",0.131988388856482,0.402531472832238,0.144,0.119,1
"Sec23b",0.131993121844281,-0.0634629737359858,0.744,0.801,1
"Abca8b",0.132218480455153,0.349466862580867,0.115,0.091,1
"Gm21781",0.132262168944962,0.379601558653011,0.089,0.068,1
"Slc37a3",0.132281681127942,-0.065661512263557,0.539,0.59,1
"1110002L01Rik",0.132418707316373,-0.164939031561141,0.235,0.27,1
"Colgalt2",0.132521038777496,0.156730909072891,0.309,0.27,1
"Msl1",0.132598273610049,-0.0644201696427267,0.827,0.859,1
"Gm20522",0.132604819216526,0.472490889054152,0.059,0.042,1
"Vapb",0.132678145735509,0.0777461136316677,0.917,0.936,1
"Sema3a",0.132712715997212,-0.0617678445205178,0.714,0.761,1
"Ncln",0.132774540837345,-0.0897556881039994,0.856,0.883,1
"Scamp2",0.132785579487128,0.0673453348250965,0.889,0.863,1
"Egr2",0.132844434432915,0.061802790238358,0.16,0.129,1
"Smc2",0.133160182534308,-0.24583515885016,0.754,0.724,1
"Dnajc3",0.133173295988467,0.0853535957750258,0.955,0.962,1
"Rasip1",0.133204849745118,0.456723573195835,0.059,0.042,1
"Dlx1",0.133211283422085,0.931922507691449,0.015,0.006,1
"Dph2",0.133237050522708,-0.222953254967908,0.243,0.274,1
"Paqr3",0.133253083669143,0.422166351159466,0.069,0.05,1
"Gpr137",0.133260254794062,0.133253313500067,0.546,0.519,1
"Zer1",0.133487767862285,0.135503063315,0.43,0.392,1
"Asb1",0.133656081272119,-0.186655613750643,0.244,0.276,1
"Cd36",0.133715448732939,-0.498530043974083,0.042,0.058,1
"Dbnl",0.133721382830837,-0.0531529883002728,0.953,0.96,1
"Lrrc46",0.133774202844433,-0.478745391959631,0.061,0.08,1
"Satb2",0.13392301588604,-0.296183564839394,0.114,0.139,1
"Apmap",0.13407781189661,-0.0786766715069434,0.578,0.614,1
"Plpp1",0.134084348250916,-0.111183907293006,0.652,0.68,1
"Trmt2a",0.134095155107035,-0.0838765796422738,0.556,0.6,1
"Trim33",0.134114090770053,-0.095961031959346,0.645,0.682,1
"Qsox1",0.134193538390609,0.175087279646786,0.581,0.567,1
"Szt2",0.134194010916558,-0.199783171520374,0.22,0.252,1
"Tdrd3",0.134222392233647,-0.108380457878033,0.429,0.473,1
"Ttpal",0.134289331525474,-0.230182989291565,0.303,0.332,1
"Zkscan2",0.134576246179049,-0.35158836053261,0.087,0.109,1
"Ssc5d",0.134793142372399,0.355249215174873,0.179,0.151,1
"Neurl1b",0.13479915699033,0.298882074835943,0.127,0.101,1
"Ptcd1",0.134872146239489,-0.219085280408234,0.249,0.28,1
"Slc39a1",0.134925850745193,0.179029449468849,0.691,0.684,1
"Saal1",0.134995785835831,-0.0841354364706055,0.58,0.628,1
"Cwf19l1",0.135232489681511,-0.294187445474409,0.158,0.185,1
"Cystm1",0.135438713268104,-0.0567538201135499,0.726,0.771,1
"Cdan1",0.13547946810124,-0.227827272441894,0.196,0.227,1
"Tedc2",0.135555604386284,-0.230115179132408,0.299,0.33,1
"Sgms1",0.135589786969255,-0.0680774923085518,0.376,0.421,1
"Galc",0.135607663818105,0.150015662484273,0.371,0.334,1
"Trpm3",0.135641019137405,-0.503102773763907,0.104,0.125,1
"Ppfia1",0.135701254575979,-0.0754961374803461,0.613,0.658,1
"Pkp4",0.136049411095952,0.163723238617456,0.722,0.708,1
"Ttc39a",0.136167021021329,-0.509177288173592,0.047,0.064,1
"Ttpa",0.136304699090386,0.0985052890476483,0.338,0.298,1
"1700123O20Rik",0.13630738293505,-0.0550940766951113,0.937,0.962,1
"Tm9sf3",0.136309735416461,-0.0464311407936964,0.991,0.998,1
"B230219D22Rik",0.136570578748044,-0.0797178497465476,0.936,0.956,1
"Snap91",0.136678887160201,-0.49210377481465,0.038,0.054,1
"Tmem110",0.136732799812178,-0.105724316895217,0.519,0.557,1
"Cdrt4",0.136738831398484,0.555201939963706,0.04,0.026,1
"Ube3b",0.13714665145656,0.166713573218042,0.612,0.614,1
"Stard3",0.137224158467145,-0.0911177337066202,0.83,0.865,1
"Pfkp",0.137266069997916,-0.537191664343188,0.035,0.05,1
"Kcnb1",0.137531641096601,0.326522259577974,0.144,0.119,1
"Bicd2",0.137963617959995,0.127354384198721,0.781,0.795,1
"Gm38534",0.137964850517237,0.42826010907214,0.047,0.032,1
"Zadh2",0.138125181987316,-0.167613165859466,0.339,0.372,1
"3100003L05Rik",0.138177676226197,-0.20356899668699,0.269,0.306,1
"Egln3",0.138260665287162,0.0268526759207859,0.288,0.332,1
"Mxi1",0.138286482794898,0.215715473692039,0.55,0.521,1
"1810030O07Rik",0.138301479651839,-0.10647755463485,0.495,0.537,1
"Med11",0.13831930491344,-0.156137846527005,0.317,0.352,1
"Pcdha4",0.138336186143238,-0.466108566281706,0.047,0.064,1
"Pex11g",0.138378667784444,0.320487795609101,0.126,0.101,1
"Pcdhb10",0.138520186327571,0.321529593761256,0.192,0.163,1
"Nf2",0.138541313596703,-0.0609817277472655,0.497,0.555,1
"Sdhaf3",0.138992475217843,-0.150149549658335,0.438,0.475,1
"Brip1",0.139022936546897,-0.172339922232561,0.208,0.243,1
"Pqlc3",0.139039436345146,-0.244024709814553,0.217,0.247,1
"Zfr2",0.139058658346356,-0.479164719107152,0.052,0.07,1
"Sept6",0.139195075270143,0.16724333478075,0.64,0.634,1
"Spag1",0.13933008342918,-0.446209008844001,0.047,0.064,1
"Tmem42",0.139371061109397,0.202181649856548,0.468,0.435,1
"Pik3r2",0.139404864251866,-0.103076016451598,0.915,0.922,1
"Mapk11",0.139502449590744,-0.151066856979583,0.278,0.316,1
"Rspry1",0.139508020302717,-0.0773216423903344,0.627,0.686,1
"March8",0.139619534948101,0.248630096164775,0.421,0.404,1
"Tmed10",0.13965009464571,0.0490181236941787,1,1,1
"Megf11",0.13965132663291,0.188094431406375,0.178,0.149,1
"Fam76a",0.139698980072934,0.146021253036873,0.773,0.793,1
"Fam208b",0.139819795820544,-0.0563764167686214,0.406,0.453,1
"Zfp868",0.140086836082978,-0.196338167147983,0.213,0.245,1
"Git1",0.14009704167317,-0.110190033844149,0.546,0.583,1
"Epas1",0.140188024589399,0.359194494830551,0.193,0.165,1
"Mindy1",0.140361313640792,-0.218329074696444,0.247,0.278,1
"Usp25",0.140429168715037,-0.171692034962914,0.429,0.457,1
"Tmem120a",0.140450831311791,-0.140707390252703,0.646,0.654,1
"Fbxo7",0.140487723324598,-0.153518335973679,0.277,0.31,1
"Ptar1",0.140716493277726,0.334359970190659,0.149,0.123,1
"Ccnjl",0.140907130256433,-0.160736627383396,0.539,0.563,1
"Cd59a",0.141014334349095,-0.369247027029117,0.078,0.099,1
"Arhgap6",0.141045125167062,0.438107895028487,0.084,0.064,1
"Plekhb2",0.141205885294573,-0.322704441092087,0.17,0.197,1
"Eif4h",0.14126118940761,-0.031164886609258,0.999,0.998,1
"Gm48682",0.141372870687572,-0.269711353478202,0.067,0.087,1
"Zfp964",0.141397546556798,-0.439636354920515,0.052,0.07,1
"Rmnd5a",0.141482385161441,0.165367660703727,0.664,0.668,1
"2810021J22Rik",0.141587481214235,-0.304249772182681,0.134,0.159,1
"Csmd2",0.141611014834315,0.408360551634435,0.077,0.058,1
"Slc25a30",0.141671893957196,-0.126092114589179,0.322,0.362,1
"Ago1",0.141766773660618,-0.0822353783099901,0.706,0.74,1
"1700030K09Rik",0.141846500347107,-0.168428017641021,0.261,0.294,1
"Il18bp",0.142433176752767,-0.458372917502101,0.044,0.06,1
"Gnptab",0.142549062398655,0.199773929823018,0.348,0.318,1
"Tbkbp1",0.142742396526948,0.246842787756172,0.423,0.402,1
"Tceal9",0.142831025951125,0.0474258245224544,0.999,1,1
"Immp2l",0.142929780860663,-0.204393015134226,0.275,0.308,1
"Lbhd2",0.142971506810536,0.50789622518535,0.038,0.024,1
"Nucb2",0.142977284728203,-0.141096921564537,0.4,0.439,1
"Mkrn2",0.143033302688348,-0.0780157293646709,0.496,0.543,1
"S100pbp",0.143064552281816,-0.0963797505926406,0.39,0.437,1
"Ppp1cb",0.14311671355161,-0.0803468145226509,0.931,0.954,1
"Dync2li1",0.143150976216817,-0.0753896977284227,0.559,0.606,1
"Atxn1",0.143227197921047,-0.349278610796521,0.061,0.08,1
"Bvht",0.143284494170191,-0.679102289615904,0.02,0.032,1
"Stat5b",0.143449132043413,-0.205581016058487,0.203,0.235,1
"Scaper",0.143510873377634,0.185009847273124,0.394,0.36,1
"Gprasp2",0.143907867151786,-0.153006832674264,0.296,0.332,1
"Glb1l",0.144071830272291,-0.398994370423169,0.063,0.082,1
"Gm19531",0.144089145901063,0.416534483080135,0.108,0.085,1
"Zfp568",0.144095194421755,0.202776417984541,0.202,0.171,1
"D730045B01Rik",0.14414637909396,-0.315697558752383,0.148,0.175,1
"Akip1",0.144439891964436,0.160877149335157,0.352,0.316,1
"Adm",0.144472041123349,1.82339805091328,0.011,0.004,1
"Ifit2",0.144472770291061,0.368362483702517,0.14,0.115,1
"Wdfy1",0.144506481891082,-0.0688907188029977,0.8,0.831,1
"Narfl",0.144629783678199,-0.146998236041823,0.303,0.34,1
"Sppl2b",0.144761698391573,0.149691338362044,0.684,0.68,1
"Zfp180",0.144817601087582,-0.171307649417208,0.325,0.358,1
"Stx4a",0.144963757867511,0.0634191793434524,0.908,0.897,1
"Abhd14a",0.144973360294829,0.0887675449950023,0.834,0.823,1
"Kdm6b",0.145109167798186,0.0941486954400539,0.788,0.793,1
"Pacsin1",0.145135533190554,0.352865439042732,0.119,0.095,1
"Rab2a",0.145202234946266,0.0513386654354786,0.999,1,1
"Mecom",0.145449236053805,-0.339576160352774,0.077,0.097,1
"Srprb",0.145777807841519,-0.0757580736164636,0.899,0.915,1
"A630089N07Rik",0.145791154853836,0.292036433667204,0.155,0.129,1
"Usp19",0.146000983573275,0.117291096056814,0.794,0.817,1
"Mrps24",0.146155491436589,0.049505461782855,1,0.998,1
"Rnf167",0.146300595758837,0.157103313576995,0.584,0.563,1
"Map3k5",0.146512863641463,-0.156137846527005,0.157,0.187,1
"Rab8b",0.146561561401331,-0.120239506467608,0.559,0.594,1
"Ctso",0.146574481494198,0.288483040923922,0.451,0.433,1
"Smc2os",0.146581033010835,0.578285553076748,0.035,0.022,1
"Ager",0.146581033010835,0.578285553076748,0.035,0.022,1
"Macrod2",0.146939251537284,-0.122154165064345,0.362,0.404,1
"Utp23",0.147077491557813,-0.0686427009508012,0.629,0.682,1
"C430049E01Rik",0.147151493526986,-0.332905179965396,0.119,0.143,1
"Ciz1",0.147383114959633,0.152789664985761,0.628,0.612,1
"Hspa1a",0.147469775152467,-0.444798060036294,0.059,0.078,1
"Rab23",0.147542049871726,-0.179860805319683,0.369,0.396,1
"Cdr2",0.147608566897072,-0.0715280919943766,0.522,0.573,1
"Vps26b",0.147795666643621,-0.0564143880771719,0.608,0.672,1
"Zfp106",0.147882407502917,0.117942854497022,0.914,0.917,1
"Ppp1r37",0.147918460776015,0.0887303521745629,0.84,0.841,1
"Snrnp200",0.148100567038941,0.0903708251066886,0.861,0.871,1
"Junos",0.148289605832044,-0.535055919999198,0.034,0.048,1
"Isca1",0.148295104891652,0.127504868713397,0.613,0.596,1
"Scrn3",0.148370717808493,-0.0663457731702617,0.278,0.318,1
"Htt",0.148474707124207,-0.108295935695812,0.568,0.602,1
"Rbmx2",0.148497465837799,-0.118536443202215,0.613,0.644,1
"Upf3a",0.14870328813283,0.0586938995357074,0.971,0.972,1
"Clcn7",0.148729007108931,-0.192627373012796,0.303,0.334,1
"Tmem107",0.148775215766453,-0.102847079138197,0.437,0.485,1
"Rbm4",0.148850313645132,-0.224183013620831,0.199,0.229,1
"Zfp583",0.148927669047025,-0.373734418021431,0.07,0.089,1
"Gm42418",0.14895032439971,-0.0024303428173944,1,1,1
"Utp14b",0.149303933859893,-0.0867616916858173,0.406,0.451,1
"Asb8",0.149521148220108,-0.110131215838647,0.501,0.541,1
"Pcyt1a",0.149537198192233,0.108800269775528,0.534,0.493,1
"Fam96a",0.149615610776177,0.0277221794884115,0.954,0.94,1
"Zcchc4",0.149814109232688,0.221351008361472,0.272,0.241,1
"Rgr",0.149900095879658,1.31525114724295,0.008,0.002,1
"Gm16740",0.149900907413616,0.273711024939653,0.211,0.183,1
"Slc39a9",0.149999565318118,-0.105095984111026,0.478,0.517,1
"Entpd6",0.1501177537081,-0.0595288299101432,0.39,0.441,1
"Tacc1",0.150143808110096,0.115993146191143,0.681,0.666,1
"Ccpg1",0.150182854631886,0.331579317146954,0.187,0.161,1
"Fbxw9",0.150225344193507,-0.078569866126194,0.63,0.674,1
"Champ1",0.150294755459963,-0.0936656081046488,0.574,0.624,1
"Rcor1",0.150316826598822,-0.0923537726349353,0.6,0.642,1
"Myh8",0.150371929415408,0.137136747987294,0.166,0.197,1
"Rtl4",0.150633636959405,-0.524525252507027,0.027,0.04,1
"Ptpn21",0.150673117999095,-0.210111211276972,0.22,0.25,1
"Smim27",0.150719951099939,0.220469003662674,0.48,0.471,1
"Plpp7",0.150941171277507,-0.367674607210363,0.17,0.195,1
"Git2",0.150984179754321,-0.0545686712211425,0.689,0.742,1
"Ccdc84",0.151051425713035,-0.121319513585531,0.285,0.322,1
"Tmem246",0.151353971597178,0.161433255016669,0.53,0.491,1
"U2surp",0.151415454670217,-0.0440363481524528,0.987,0.984,1
"Eif4g3",0.151532610273266,0.0927228725196276,0.913,0.901,1
"Dok1",0.151595629512013,-0.240922930053577,0.2,0.229,1
"Sorbs1",0.151652111014558,0.196094756542107,0.466,0.435,1
"Rnf40",0.151659380337238,-0.0822602994508764,0.434,0.479,1
"Cul7",0.151828009673033,-0.0398213995643383,0.571,0.624,1
"Ap2a2",0.151941346005645,0.134686886607627,0.797,0.801,1
"Tcta",0.152000885798287,-0.17210055685178,0.236,0.268,1
"Fchsd1",0.152096429118392,-0.435520246448283,0.051,0.068,1
"Wdr24",0.152228527505738,-0.0787685707668069,0.319,0.362,1
"Shmt2",0.152484045179618,-0.0337365225528266,0.855,0.899,1
"Arhgap1",0.152599388852687,0.103332057136014,0.626,0.604,1
"Mpv17l",0.152668026131658,0.464213786367953,0.051,0.036,1
"Spata6",0.152914196345748,0.0955334799350355,0.821,0.789,1
"Cryl1",0.15305447052759,-0.253769809609181,0.108,0.131,1
"Nrd1",0.153144163674607,-0.0864290935452938,0.879,0.915,1
"Lin52",0.153228294676345,-0.238572841669298,0.166,0.195,1
"Abhd8",0.153265822549545,0.0928773978239972,0.943,0.94,1
"Gpr108",0.153471382162402,0.192915604318902,0.506,0.489,1
"Tmie",0.153513283360131,-0.454135924615629,0.042,0.058,1
"Map3k1",0.153526586338989,-0.0925131171237124,0.52,0.559,1
"Tmsb10",0.153685570762693,0.0729806734666907,1,1,1
"Laptm4b",0.153762460058483,-0.0321951020393727,0.989,0.992,1
"Zswim7",0.153791761430415,0.131773406272908,0.813,0.829,1
"Nr5a2",0.153876381445197,-0.346526950529033,0.121,0.145,1
"Mboat2",0.153878593584429,-0.0752729937127556,0.732,0.753,1
"Psme2",0.154025137039418,0.0487554431664932,0.965,0.96,1
"Arfgef1",0.154105866048027,-0.0636669262292381,0.631,0.688,1
"Ywhag",0.154161564376964,0.0796931283182685,0.928,0.94,1
"Samd1",0.154177260229552,0.109480946853919,0.659,0.624,1
"Ret",0.154602507563609,-1.91356754325293,0.002,0.006,1
"Ccz1",0.154839434710652,-0.0476094280368915,0.949,0.956,1
"S100a6",0.155009476096549,-1.59163944836556,0.002,0.006,1
"Cdc42ep5",0.155009476096549,-1.59163944836556,0.002,0.006,1
"Smpd3",0.155009476096549,-1.59163944836556,0.002,0.006,1
"Gm29666",0.155009476096549,-1.59163944836556,0.002,0.006,1
"Apod",0.155009476096549,-1.59163944836556,0.002,0.006,1
"Dlk2",0.155009476096549,-1.59163944836556,0.002,0.006,1
"Diaph3",0.155172058112848,-0.105793781000513,0.462,0.503,1
"Itm2a",0.155246899418813,-0.269402788608907,0.807,0.777,1
"Nploc4",0.155281100273777,-0.127313185369554,0.529,0.555,1
"Rnf122",0.155363190149757,0.132619857928577,0.581,0.547,1
"Rft1",0.15542537080041,-0.129443515717393,0.337,0.372,1
"Sde2",0.15562126730198,-0.0884567136379801,0.857,0.895,1
"Zfp112",0.155626337097454,-0.49210377481465,0.039,0.054,1
"Chrd",0.155626337097454,-0.49210377481465,0.039,0.054,1
"Nupl2",0.155750401874107,-0.150539652500525,0.228,0.26,1
"Kcnj16",0.155813263586107,0.247640241088277,0.276,0.247,1
"Tex14",0.156014175826418,-0.23637416960409,0.101,0.123,1
"Gadd45b",0.156023498597418,0.268957494969019,0.079,0.06,1
"Sec24c",0.156048674213733,0.113777309925821,0.702,0.666,1
"Gm16286",0.156208645729317,-0.0483501935900894,0.987,0.984,1
"Tmem8b",0.156312747582215,0.331398569819551,0.166,0.141,1
"Vangl1",0.15633937865082,-0.129496845452522,0.376,0.419,1
"Kdm4a",0.156341296822371,0.125076772124149,0.763,0.755,1
"Rfx1",0.156585866150169,-0.263168507611431,0.136,0.161,1
"Tpm3",0.156778171061899,-0.0479164451098688,0.999,1,1
"Slc41a1",0.156873331354158,0.165504027738272,0.512,0.481,1
"Cdc42bpa",0.156971823805553,0.13158013843182,0.602,0.579,1
"Rpl7a-ps5",0.156998709084737,-0.217004303147358,0.135,0.161,1
"Cyhr1",0.157037665285219,0.0740709410956819,0.953,0.948,1
"Rabgef1",0.157353097431584,-0.151793655504218,0.306,0.34,1
"Zfp691",0.157420011097089,-0.24710992454107,0.121,0.145,1
"Pitpna",0.157659328470452,0.0545875386388266,0.993,0.992,1
"Rps6ka2",0.15772372311152,-0.174518634586232,0.245,0.276,1
"Foxa2",0.157882869763646,1.21571547369204,0.004,0,1
"Mab21l2",0.157882869763646,1.21571547369204,0.004,0,1
"Adam30",0.157882869763646,1.21571547369204,0.004,0,1
"Slc26a7",0.157882869763646,1.21571547369204,0.004,0,1
"Flt1",0.157882869763646,1.21571547369204,0.004,0,1
"Zfp575",0.157882869763646,1.21571547369204,0.004,0,1
"Rem2",0.157882869763646,1.21571547369204,0.004,0,1
"Pde4a",0.157882869763646,1.21571547369204,0.004,0,1
"Dclk3",0.157882869763646,1.21571547369204,0.004,0,1
"Def6",0.157882869763646,1.21571547369204,0.004,0,1
"Ttr",0.157882869763646,1.21571547369204,0.004,0,1
"Slc40a1",0.157883125462545,1.7302886465218,0.004,0,1
"Fmo2",0.157883295928389,2.49582339288477,0.004,0,1
"Piga",0.157957881764658,0.170354940292164,0.228,0.197,1
"Slc16a3",0.157978354014794,1.08643245674707,0.06,0.044,1
"Tmem164",0.15799389442666,-0.0734361496426676,0.358,0.396,1
"Cux1",0.158076085641658,0.0875498145214408,0.933,0.942,1
"Pcdhgc5",0.158355057766716,-0.274873058593981,0.163,0.189,1
"Fam228b",0.158357026169845,-0.243185058968014,0.148,0.175,1
"Acot9",0.158409620711887,-0.164529116786146,0.325,0.354,1
"Elmo1",0.158440788583241,-0.133471910279557,0.517,0.557,1
"Mrps17",0.158610031516068,-0.0462450987904361,0.992,0.994,1
"Stk36",0.158756728732732,-0.253316915227534,0.108,0.131,1
"Naxd",0.158896442972206,-0.0335881017460022,0.968,0.984,1
"Slc25a45",0.159076316064473,0.486363063635708,0.049,0.034,1
"9330020H09Rik",0.1591414458529,-0.286784866837144,0.133,0.157,1
"Cgrrf1",0.159158291936419,0.186455444959229,0.514,0.491,1
"Lancl2",0.159384334284363,-0.324603111974274,0.204,0.229,1
"Gm36445",0.159606116850669,0.630752972970883,0.027,0.016,1
"Add1",0.159892276997248,0.110383040138219,0.822,0.833,1
"Gcn1l1",0.159943887486954,-0.0550534847364104,0.875,0.92,1
"Ttc33",0.160045112802136,-0.0793222494761744,0.548,0.59,1
"Gm16141",0.160259599392518,-0.532745759311996,0.032,0.046,1
"Rfx5",0.160303113404635,-0.134206483995126,0.285,0.318,1
"Rundc3a",0.16037132037127,-0.13846682019995,0.68,0.7,1
"Zfp119a",0.160445330238165,-0.241453093436689,0.141,0.167,1
"Setd7",0.160588141559329,0.185469186823919,0.612,0.608,1
"Gfpt1",0.160633396517053,0.222677181141086,0.593,0.588,1
"Nbdy",0.160664729697438,0.0695057028214605,0.842,0.827,1
"Gatsl3",0.160740230326245,0.458986624704403,0.037,0.024,1
"Parp6",0.160745930115066,-0.113359515094902,0.247,0.282,1
"Ints13",0.160861599619236,-0.107566628841298,0.595,0.638,1
"Gulp1",0.160963693855045,0.23589335562967,0.259,0.229,1
"Tbc1d8b",0.161114402360957,0.310385392071138,0.209,0.183,1
"Setdb2",0.161139965507054,-0.353947890646234,0.098,0.119,1
"Gm5141",0.161322716833924,-0.362820757869684,0.092,0.113,1
"Lrrtm3",0.161383370445751,-0.421714446923252,0.073,0.091,1
"Brox",0.161424800016545,0.126343042433069,0.604,0.586,1
"Srrd",0.16147143966876,-0.0675913271680155,0.484,0.541,1
"Rce1",0.16149874065827,-0.045999326849487,0.773,0.821,1
"Cdk19",0.161515175796193,-0.144365444154503,0.334,0.368,1
"Ccs",0.161889382238493,0.0870451962087746,0.902,0.875,1
"Tmem30a",0.161926251604926,0.0823074813350178,0.946,0.954,1
"Cc2d2a",0.161997351836347,0.14073887630499,0.311,0.274,1
"Tchp",0.16217876697083,-0.125664983861495,0.244,0.278,1
"Gamt",0.162280218147265,-0.074414155863106,0.995,0.996,1
"Syn2",0.162337616694096,-0.0749065520173699,0.473,0.523,1
"Dido1",0.162353522983758,-0.0557081867613097,0.747,0.799,1
"Irf9",0.162486833052074,0.3558931317403,0.085,0.066,1
"Col9a3",0.162583645600396,-0.0891391078363813,0.393,0.429,1
"H2-Q4",0.162599260854639,-0.388280219191719,0.148,0.171,1
"3110043O21Rik",0.162687759448424,-0.165970397356834,0.248,0.282,1
"Pcdh19",0.162861197670507,-0.156358729179337,0.288,0.32,1
"Sncaip",0.162923062153937,0.17938214099184,0.337,0.306,1
"Itfg1",0.163027080609544,0.0670144316539891,0.943,0.942,1
"Atp5g3",0.163052524954894,-0.0356243287433733,1,1,1
"Eid1",0.163214505117864,0.0531128349105012,0.999,0.998,1
"Fam160a2",0.163391619598338,-0.195590049467024,0.34,0.368,1
"Alkbh6",0.163405296330012,0.124217119206543,0.527,0.497,1
"Birc2",0.163422932427737,-0.0974424115675909,0.35,0.388,1
"Bace2",0.163449155713332,-0.258016019845828,0.335,0.368,1
"Aplp1",0.163550295371094,0.0646169567124194,0.404,0.372,1
"Amt",0.1635783234542,-0.194119710344751,0.361,0.388,1
"1810062O18Rik",0.163610699775309,-0.431174776172319,0.049,0.066,1
"Acadl",0.163664424270585,0.0613922520065948,0.999,1,1
"App",0.163667962813244,-0.0892791087138303,0.977,0.952,1
"Sntg2",0.163731451198468,-0.392859584251068,0.065,0.083,1
"Cab39l",0.163890021495555,-0.0702333240897563,0.576,0.634,1
"Mif",0.163977017401309,0.13837862869136,1,1,1
"Kcnn4",0.164026166836561,-0.483579702508112,0.062,0.08,1
"Kcnt1",0.164156665347511,0.408360551634435,0.069,0.052,1
"Pycard",0.164156665347511,0.408360551634435,0.069,0.052,1
"Gpr162",0.164404910154776,0.258465121151377,0.482,0.473,1
"Sccpdh",0.164541533818639,-0.053613261565315,0.744,0.805,1
"Tada3",0.164639285186096,0.124567585633844,0.801,0.793,1
"Pcdhb7",0.164655831288828,-0.539800516845947,0.051,0.068,1
"Hinfp",0.164709805548045,-0.0832982292473208,0.263,0.3,1
"Pkd1",0.164757967344647,0.167556093184107,0.708,0.71,1
