"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Bcat1",0.164855555911561,0.00865470611158214,0.359,0.417,1
"Abi1",0.164999790049965,-0.083968865078443,0.664,0.714,1
"Hist1h2br",0.165224036567683,-0.400497961013556,0.083,0.103,1
"Ahcyl2",0.165365197838063,0.104891281401403,0.768,0.75,1
"Aar2",0.165524024828806,-0.0568307871338176,0.524,0.573,1
"Htra3",0.165716260953714,-0.591639448365565,0.038,0.052,1
"Nek9",0.165756713102066,-0.10264600617513,0.512,0.547,1
"Lmcd1",0.165807603628525,-0.173022591718271,0.621,0.646,1
"Sgsm2",0.165855858048597,-0.0860644026731185,0.288,0.324,1
"Lrrc58",0.165900078698338,-0.0400551867161671,0.983,0.988,1
"Crbn",0.166053753546618,-0.073244564583398,0.495,0.537,1
"Smyd4",0.166207351522136,0.213589172583651,0.338,0.308,1
"Rnd1",0.166293260184943,-0.352568285882486,0.119,0.141,1
"Fancg",0.166523162695344,-0.216427929579909,0.154,0.181,1
"Ap5z1",0.166661668607866,0.176477688378243,0.334,0.302,1
"Mtfr1l",0.166703091838812,-0.04232600918156,0.915,0.938,1
"Kansl1",0.166900141495332,0.122392649231192,0.802,0.825,1
"Wdr82",0.167018146633884,-0.0451350693426065,0.765,0.801,1
"Fbxw17",0.167030992913783,0.311293133674271,0.158,0.133,1
"Naaa",0.167047630279461,-0.1074775884319,0.411,0.445,1
"Uba3",0.167083122844412,-0.0715178272821346,0.858,0.887,1
"Pofut2",0.167422624062076,0.074257742800971,0.901,0.883,1
"Grpel1",0.167594104669537,0.0353648231725172,0.999,1,1
"Lrp4",0.167678251457698,-0.169655883473858,0.315,0.346,1
"Zdhhc6",0.168217345074471,-0.0586469379432673,0.887,0.913,1
"Foxn2",0.168331710717643,-0.0723694888344074,0.42,0.471,1
"6030443J06Rik",0.168377335205364,-0.441892328860882,0.046,0.062,1
"Zfp335os",0.168682566027901,-0.302132831170579,0.083,0.103,1
"Slc6a9",0.168800295616713,0.310805242211762,0.143,0.119,1
"Lrrc8c",0.168806936805742,-0.153197344751777,0.278,0.31,1
"Trip10",0.168987062003709,-0.167701889763488,0.292,0.322,1
"Osbpl11",0.169011853519216,-0.0575260891401614,0.416,0.463,1
"Zfp532",0.169282490672867,-0.0904605597637964,0.563,0.606,1
"Ostm1",0.169371172540753,0.253190179110702,0.397,0.376,1
"Snx24",0.169399977677566,0.200303748059192,0.4,0.372,1
"Tesmin",0.169505189419646,-0.421714446923252,0.046,0.062,1
"Hdx",0.169590318813979,-0.341095986714967,0.087,0.107,1
"Rnf6",0.169649508623915,0.162355573076037,0.637,0.616,1
"Sf3b6",0.169656366183206,-0.0344472365092114,1,1,1
"Numb",0.1697163601809,-0.151066856979583,0.23,0.262,1
"Dnmt3b",0.169776527069168,-0.403435713204944,0.084,0.103,1
"9530068E07Rik",0.16997739846462,-0.0405357516604443,0.984,0.976,1
"Pex2",0.170044731516894,0.067769234230304,0.901,0.915,1
"Arf6",0.170073684096475,0.110560727639965,0.77,0.755,1
"Zfp729b",0.170101387909986,0.168178816854459,0.23,0.199,1
"Brd9",0.170277594635053,0.119359294631083,0.672,0.67,1
"Calr3",0.170287486043189,0.183321468317611,0.474,0.447,1
"Tifa",0.170408074451002,-0.265535677507009,0.1,0.121,1
"Abcb10",0.170414621796892,-0.33448160886844,0.121,0.143,1
"Pgap2",0.170491484539676,0.184740826913985,0.519,0.499,1
"Ccdc136",0.170857371567121,-0.0567176301440038,0.854,0.873,1
"Gm6594",0.170900126237223,-0.325745388392531,0.122,0.145,1
"Cebpa",0.170920938609671,-0.0835212976731057,0.406,0.435,1
"Klhl20",0.1712882644174,-0.181263326456584,0.232,0.26,1
"Rdx",0.171341920025942,0.0626354169903665,0.999,0.994,1
"1190007I07Rik",0.171464530012202,0.0910283222836639,0.504,0.467,1
"Prob1",0.171610560660148,-0.396623465960422,0.057,0.074,1
"Cfl1",0.171630429574669,-0.0173598377326023,1,1,1
"Mpp7",0.171640234290538,-0.173138093783149,0.377,0.406,1
"Fkbp9",0.171704694757227,-0.130626520286334,0.903,0.881,1
"Pld2",0.171737923307076,0.202137067191499,0.216,0.187,1
"Glo1",0.171787285085354,0.0175788623833952,1,1,1
"Ube2r2",0.171791339292548,-0.0283263251568777,0.999,0.998,1
"Bysl",0.171814206342031,-0.0792236389712987,0.741,0.785,1
"Sec14l1",0.171834390540874,-0.0552727140930344,0.646,0.698,1
"Tmco6",0.171865880140446,-0.148997487692119,0.177,0.207,1
"Rela",0.172148214036892,-0.0759257549996185,0.626,0.66,1
"Gm46430",0.172225221887428,-0.222033378333727,0.197,0.225,1
"Degs1",0.17247036513894,0.0807663978587279,0.926,0.911,1
"Exd1",0.172856081734665,-0.380135343171852,0.057,0.074,1
"C730034F03Rik",0.172921904155019,-0.324852907670663,0.046,0.062,1
"Psme2b",0.172982740139583,-0.454135924615629,0.043,0.058,1
"Mylpf",0.17340842601947,-0.31333828587846,0.073,0.091,1
"Aff2",0.173750520623915,0.21571547369204,0.116,0.093,1
"Agl",0.173805025817556,0.26613162387464,0.385,0.368,1
"Poc5",0.173814407242968,-0.243988788816595,0.259,0.286,1
"Zfp938",0.173842930282056,-0.221689838615259,0.354,0.378,1
"Lgi2",0.174142633228091,0.380346175464839,0.067,0.05,1
"Stc2",0.174381144399235,0.291321130444216,0.162,0.137,1
"Pcdhb8",0.174548097763809,0.474449742092208,0.044,0.03,1
"Timm8a1",0.174565792268953,-0.0501976062745473,0.953,0.948,1
"Inpp1",0.174686824051826,-0.234704903650289,0.304,0.33,1
"Sdhb",0.1747134076884,0.0507739576560469,1,1,1
"Ppox",0.175120909756557,0.182882150424245,0.425,0.398,1
"Zbtb24",0.175204713796084,-0.14438254367437,0.35,0.382,1
"Cdc42ep2",0.175225398812112,0.086897167667789,0.234,0.268,1
"Fez2",0.175271959567762,-0.0345728266061375,0.612,0.662,1
"Mpp5",0.175311491333585,0.16401118263923,0.64,0.626,1
"Nek6",0.175499373843225,0.134742806942814,0.67,0.672,1
"Hist1h2ap",0.17557739669881,-0.267410868117239,0.977,0.918,1
"Smarcd3",0.17579931547655,0.116301964080475,0.756,0.759,1
"Dhx40",0.175870590190444,-0.0836389294592925,0.708,0.712,1
"Slc8a3",0.175890168242067,0.467254240688003,0.048,0.034,1
"5430403G16Rik",0.175899738213961,-0.42605338264759,0.053,0.07,1
"Rac3",0.175909659966626,-0.148948503071685,0.447,0.469,1
"Usp44",0.17600482875805,-0.426580202095069,0.048,0.064,1
"Etfdh",0.176074528254832,0.140005813867378,0.628,0.614,1
"Kantr",0.176165915177222,-0.224130319169307,0.125,0.149,1
"Cacnb2",0.176801023555456,0.246412270914956,0.311,0.284,1
"Elp3",0.176970976838859,-0.0828368677799363,0.728,0.755,1
"Zfp7",0.177085720731245,-0.264277467427574,0.078,0.097,1
"Taf10",0.177135598517386,0.0306235639480756,1,1,1
"Slc35c1",0.177199627554633,-0.254989847771437,0.12,0.143,1
"Sik1",0.177254167508839,0.426282459631698,0.053,0.038,1
"Ngef",0.177336255112673,-0.468257032860283,0.04,0.054,1
"Ap1b1",0.1774687725369,-0.141103267865334,0.396,0.431,1
"Osbpl10",0.177500286399588,-0.404012445189793,0.053,0.07,1
"Rmi2",0.177567974209531,-0.101029518886522,0.285,0.32,1
"Zfp639",0.177595076440274,-0.0790371707069297,0.641,0.682,1
"Zcchc18",0.177759746032366,0.258695700258586,0.241,0.213,1
"Gm19325",0.177856607657982,0.515275755550947,0.036,0.024,1
"Dcp2",0.178002417558469,-0.0688717092517527,0.564,0.602,1
"Sema4g",0.178036532764742,-0.147227346953207,0.128,0.153,1
"Smpdl3b",0.178310048479622,-0.030622643269441,0.303,0.344,1
"Rgs7bp",0.178392448527787,-0.0512670986684791,0.274,0.308,1
"Ticrr",0.178406997696955,-0.230822340084607,0.225,0.252,1
"Fgf12",0.178589098700502,0.292336755294952,0.206,0.181,1
"Pex16",0.178605961667075,-0.103261988336778,0.441,0.477,1
"Zbtb4",0.17861379163097,0.307833675680471,0.21,0.185,1
"1700088E04Rik",0.1787143513839,-0.101834180684749,0.21,0.241,1
"Zfp354c",0.178936017971909,-0.0317679286072386,0.465,0.521,1
"Rb1cc1",0.178993946197096,-0.0649480761799647,0.763,0.791,1
"Foxp2",0.17901923085841,-0.329971878295677,0.119,0.141,1
"Med7",0.179295140364995,0.0928033537043502,0.894,0.895,1
"Naa50",0.179506790852368,-0.0458912278778967,0.995,0.992,1
"Slc27a4",0.179775070511052,-0.0844580685548014,0.483,0.527,1
"Ofd1",0.180042194581883,-0.0941397888947482,0.291,0.328,1
"Rbm41",0.180131197664418,-0.224430474177336,0.107,0.129,1
"Ogfod2",0.180217434951752,-0.118007295175873,0.287,0.322,1
"St6galnac3",0.180307914780133,0.225496494484625,0.173,0.147,1
"Zfp715",0.180814845786435,-0.0187497799449834,0.198,0.231,1
"Nr1h2",0.180927416378527,0.112880523190715,0.751,0.726,1
"Nrg2",0.181132568956249,0.355031049228308,0.135,0.113,1
"Tmem198",0.181245743785176,-0.29355809543257,0.091,0.111,1
"Rnf216",0.181450069093808,0.125882206376794,0.684,0.684,1
"Tpgs2",0.181469876318521,0.115960061348394,0.784,0.785,1
"Faf2",0.181724767243461,-0.0679640684285538,0.838,0.883,1
"Rbms3",0.181813983169824,-0.0835922919930209,0.507,0.545,1
"Akap11",0.182008670868125,0.132367446756462,0.768,0.763,1
"Ubald2",0.182272132141727,-0.139693292945659,0.888,0.911,1
"Fam3a",0.182690176470813,-0.101730685269388,0.6,0.628,1
"Tpr",0.182960298902664,-0.0487811202109407,0.997,0.998,1
"Pigyl",0.183096545221442,0.0759345637256152,0.95,0.956,1
"Scd2",0.183144899850566,0.0668394902435558,1,1,1
"Shoc2",0.183178176309654,-0.13656548796526,0.515,0.541,1
"Mettl1",0.183243360228868,-0.0891391078363812,0.786,0.797,1
"Eln",0.183562641688563,0.341809358725829,0.241,0.217,1
"Cbwd1",0.18362588156892,-0.0950859218661738,0.4,0.437,1
"Cad",0.183625900630757,-0.0893660358810313,0.685,0.73,1
"Adarb1",0.183637397480692,0.218029339530286,0.185,0.159,1
"B3galt1",0.183716003077304,0.25481529338098,0.216,0.191,1
"Gm29593",0.183839436424846,0.452754670992889,0.041,0.028,1
"Gm4631",0.183881198423623,-0.374408732144896,0.061,0.078,1
"Trappc6b",0.184188951865315,-0.0770157972362304,0.916,0.944,1
"Asap1",0.184221705283701,-0.0535522549660292,0.706,0.763,1
"Tmem186",0.184634133692849,-0.208478964888716,0.216,0.245,1
"Spink10",0.184755946387697,-0.504176607115225,0.033,0.046,1
"Gfpt2",0.184768159357244,-0.137438893515288,0.447,0.487,1
"Ipp",0.184911521182749,-0.186884922348582,0.142,0.167,1
"Gm39121",0.184966077269625,0.523837769054372,0.034,0.022,1
"Zfp14",0.185065349596577,-0.258656164969207,0.082,0.101,1
"Neurod1",0.18511763936483,-0.819908436038682,0.044,0.058,1
"Exoc2",0.185189244502085,-0.0515311834286689,0.412,0.453,1
"A830005F24Rik",0.185223388379981,-0.35897869157529,0.061,0.078,1
"Plscr1",0.185370421601784,-0.295146400854473,0.148,0.171,1
"Rapgef6",0.18556036110938,-0.107294913099711,0.465,0.503,1
"Capns1",0.185666070835886,-0.0348893636258767,1,0.998,1
"Smim19",0.185765154141392,0.101614654889039,0.83,0.815,1
"B4galt5",0.185766876853968,-0.30351406156894,0.139,0.161,1
"Dock5",0.185781315044972,0.800677974413196,0.013,0.006,1
"Gabrb3",0.185937899978737,0.187665956550297,0.56,0.549,1
"Gan",0.185969933810747,-0.147619555361115,0.4,0.437,1
"Ppp2r5a",0.186095103868383,0.114189051873145,0.747,0.736,1
"Abl1",0.186170845537887,-0.0849961352856271,0.677,0.696,1
"Srm",0.186275258466845,-0.0635647671584336,0.974,0.978,1
"Aldh4a1",0.18631945866082,-0.164315575758891,0.27,0.3,1
"Anapc1",0.187158481541647,-0.0465696747679211,0.822,0.855,1
"Def8",0.187318754564937,0.183714975004951,0.449,0.429,1
"Paxbp1",0.188020255048464,-0.117235322792107,0.458,0.491,1
"Prr36",0.188167367857437,-0.176601949086721,0.116,0.139,1
"Tsc2",0.188293251117191,-0.0737911435029452,0.507,0.549,1
"Elof1",0.188484054824414,-0.0559107937876218,0.991,0.998,1
"Btbd10",0.188708242646709,-0.0633913386387299,0.548,0.598,1
"Gtf2a2",0.188910415036397,0.0431457509941633,0.997,1,1
"Csnk1g2",0.188949260760406,-0.0469504747164624,0.987,0.99,1
"Bmpr1a",0.189043533761054,-0.0544793192827646,0.825,0.879,1
"Gm48933",0.18934880726996,-0.421714446923252,0.047,0.062,1
"Ccdc15",0.189558254089085,-0.278350271752075,0.186,0.211,1
"Fam219b",0.189828812947827,-0.170396799560013,0.261,0.29,1
"Rims3",0.189946613641708,0.415556053038639,0.113,0.093,1
"Msi1",0.190135397933518,-0.148767740889995,0.328,0.36,1
"Ctif",0.19025101412968,0.241250565799177,0.506,0.501,1
"Mtmr10",0.190453458058674,0.183928985024389,0.317,0.288,1
"Rrp12",0.190507082544051,-0.189330253929643,0.252,0.278,1
"Mrpl12",0.190550429232468,-0.0359772041379745,1,1,1
"Gm5093",0.190792247352792,-0.331111898142346,0.075,0.093,1
"Neu1",0.190973053625149,0.186577659666507,0.611,0.614,1
"4930579G24Rik",0.191062167055469,-0.193280690233351,0.326,0.356,1
"Map4k1",0.191300986926603,-0.463883901167192,0.038,0.052,1
"Taf1a",0.191405973590449,-0.311531529172829,0.228,0.25,1
"Cdh24",0.191660949032391,-0.215940097037222,0.122,0.145,1
"Elovl7",0.191748629727973,0.209051743411028,0.181,0.157,1
"Vps37a",0.191878572522567,-0.0545247018746064,0.602,0.662,1
"Zfpl1",0.191903596989659,-0.0508413567817112,0.758,0.799,1
"Tmem65",0.192678096052281,0.140562151243105,0.653,0.656,1
"Zscan22",0.192856450419258,-0.112471611667005,0.212,0.243,1
"Syngr3",0.193145836381085,0.408360551634436,0.057,0.042,1
"Pabpc4l",0.193352457616602,-0.118322303473317,0.148,0.175,1
"Zfyve28",0.193396558446197,0.344795422856969,0.073,0.056,1
"Sox6os",0.193445321882251,-0.342025558294093,0.07,0.087,1
"Mapre1",0.193455192017145,0.0410214036647134,1,1,1
"Paox",0.193878025995803,-0.0390984253367859,0.422,0.467,1
"Gnb5",0.193940555997811,0.153055418577114,0.634,0.616,1
"Vps37b",0.194026318878338,0.133988601866361,0.613,0.586,1
"Gdap2",0.194051481219703,-0.210549281010059,0.201,0.227,1
"3110021N24Rik",0.194160075429558,0.426282459631698,0.052,0.038,1
"Snap47",0.194251544883559,0.0502193169891787,0.916,0.903,1
"Ing4",0.194624300603173,-0.0588665789479317,0.864,0.901,1
"Plcl2",0.194714860841282,-0.205058395135949,0.148,0.173,1
"Slc12a5",0.194899814246056,0.42826010907214,0.047,0.034,1
"Lrrc36",0.194899814246056,0.42826010907214,0.047,0.034,1
"Gm26526",0.194929335997865,0.408360551634435,0.052,0.038,1
"Atxn7",0.19502490622098,0.166159649217807,0.365,0.336,1
"Dclre1b",0.195085307197388,-0.163609928867401,0.225,0.252,1
"Nsun4",0.195173684418142,-0.162327818104603,0.271,0.3,1
"Rbms2",0.195513724869577,0.103240744433627,0.782,0.781,1
"Dap3",0.19554601111967,0.0388699444808434,0.999,1,1
"mt-Nd4",0.195630776166565,0.0206556726652387,1,1,1
"Wdr47",0.19564143372573,-0.191101518781836,0.192,0.219,1
"Atg4d",0.195829896785698,-0.0485905893778028,0.551,0.604,1
"Slc4a11",0.196100873543839,-0.707116665785501,0.015,0.024,1
"Rnf125",0.196100873543839,-0.707116665785501,0.015,0.024,1
"Trabd",0.196165957124306,-0.0828617763500611,0.688,0.734,1
"Mrps16",0.196205631158407,0.042197923351893,0.996,0.998,1
"Top3b",0.196410893124506,-0.0966637128706001,0.545,0.575,1
"Aldh3b1",0.196433152796866,-0.0601924569714101,0.54,0.581,1
"Epg5",0.196476501902218,-0.292079166506657,0.101,0.121,1
"Hsd17b11",0.19655199009023,0.16903773434811,0.303,0.274,1
"Atg4a",0.196573686610388,-0.169999214262473,0.168,0.195,1
"Ptpn1",0.196740426004152,-0.0256941738147807,0.92,0.948,1
"Paqr8",0.196856591949203,0.503517784674775,0.135,0.115,1
"Tor1a",0.197150167091832,0.0819020987222605,0.902,0.917,1
"Nrp2",0.197162687121396,0.693762770496684,0.179,0.159,1
"Morn1",0.197172020723161,-0.407214877228137,0.049,0.064,1
"Gm11940",0.197172020723161,-0.407214877228137,0.049,0.064,1
"Cc2d1b",0.197374216072986,-0.0431626589945973,0.43,0.477,1
"Dusp16",0.197460344207377,-0.0596761386617372,0.387,0.431,1
"Rad51b",0.197470385194983,-0.207298746309637,0.141,0.165,1
"Col3a1",0.197475883303623,0.993323052355591,0.003,0,1
"Sp110",0.197475883303623,0.993323052355591,0.003,0,1
"Tnr",0.197475883303623,0.993323052355591,0.003,0,1
"Morn5",0.197475883303623,0.993323052355591,0.003,0,1
"Kctd12b",0.197475883303623,0.993323052355591,0.003,0,1
"Pex5l",0.197475883303623,0.993323052355591,0.003,0,1
"Gm17501",0.197475883303623,0.993323052355591,0.003,0,1
"Samd9l",0.197475883303623,0.993323052355591,0.003,0,1
"Dysf",0.197475883303623,0.993323052355591,0.003,0,1
"Prr19",0.197475883303623,0.993323052355591,0.003,0,1
"Fxyd1",0.197475883303623,0.993323052355591,0.003,0,1
"Emid1",0.197475883303623,0.993323052355591,0.003,0,1
"Kcnip1",0.197475883303623,0.993323052355591,0.003,0,1
"1700023F06Rik",0.197475883303623,0.993323052355591,0.003,0,1
"Ripor2",0.197475883303623,0.993323052355591,0.003,0,1
"Ccl12",0.197476103739457,1.21571547369204,0.003,0,1
"Cntnap4",0.197542074777531,0.268957494969019,0.043,0.03,1
"Sfrp1",0.197559362115341,0.265640699023722,0.414,0.392,1
"St5",0.197565879617428,0.13737739268515,0.41,0.378,1
"1700041G16Rik",0.197670458045434,-0.386525018460952,0.054,0.07,1
"Lrrc75a",0.198036898373596,-0.113840442593439,0.22,0.249,1
"Atp6v1d",0.198046962109158,-0.0544633116705704,0.981,0.986,1
"Fbxo18",0.19815322403045,-0.0401361245024554,0.724,0.757,1
"Nat6",0.198197335655071,0.199773929823018,0.314,0.288,1
"Nudt16",0.198197476494464,-0.211608398914634,0.115,0.137,1
"1110012L19Rik",0.198448596164302,-0.0318601371615902,0.713,0.777,1
"Lurap1",0.19849311258234,-0.212100630308107,0.166,0.191,1
"Lrrc7",0.198776481205704,-0.344917697667376,0.158,0.179,1
"Shc1",0.198960483890848,-0.0816567180806617,0.465,0.491,1
"Ston1",0.19900876154532,-0.369247027029117,0.054,0.07,1
"Errfi1",0.199061893872271,-0.13838262685623,0.225,0.254,1
"Usp6nl",0.199286084829958,0.202396331294541,0.299,0.272,1
"Ptges2",0.199342549562956,-0.0490272746041159,0.572,0.618,1
"Rnf24",0.199346729866801,-0.147110652377322,0.181,0.209,1
"Dip2c",0.19943724246539,-0.0956175059561238,0.494,0.533,1
"Brd1",0.199466766115651,-0.0723005323993676,0.787,0.827,1
"Tsfm",0.199507182048027,-0.0364242910384602,0.9,0.934,1
"Rrm2b",0.1995397778576,0.106650736165725,0.272,0.241,1
"Tcaf2",0.199556737679258,0.334359970190659,0.075,0.058,1
"Hist2h2ac",0.199591795155147,0.364417204046838,0.063,0.048,1
"Qrich1",0.199778767022014,0.0755818370348555,0.864,0.869,1
"Ifnar1",0.199816894334271,0.115955883480597,0.638,0.63,1
"Zfand1",0.200183939033712,-0.0422210645020755,0.79,0.831,1
"Nhlrc3",0.200467925439446,-0.192031989656327,0.15,0.175,1
"Suco",0.200563032889225,-0.0562907025561022,0.532,0.579,1
"Pih1d2",0.201022583734498,-0.20006092191071,0.143,0.167,1
"Tfeb",0.201100446380419,0.334359970190658,0.105,0.085,1
"Retsat",0.201112487868907,-0.13752442710403,0.263,0.292,1
"Pus7l",0.201116358959588,-0.156817297072269,0.241,0.268,1
"Tmem127",0.201233968317447,0.1282526324417,0.489,0.457,1
"Cog5",0.201494916011876,0.171823947977717,0.361,0.332,1
"Rgp1",0.201548843913596,0.175115852250323,0.268,0.239,1
"Dhx37",0.20157055134145,-0.269711353478202,0.112,0.133,1
"Ibtk",0.201600725878834,-0.0958293253811905,0.464,0.497,1
"mt-Atp8",0.201603849386621,-0.0431717642385072,0.996,0.998,1
"Tbc1d9b",0.201750158589414,0.128482635637227,0.595,0.563,1
"Atg16l1",0.201997832538854,0.158929447600462,0.445,0.421,1
"Dus1l",0.202062032525891,-0.0536946266291036,0.797,0.849,1
"Gm14167",0.20206319313519,-0.279361523511922,0.094,0.113,1
"Ncam1",0.202076542907961,-0.0243641280858098,0.997,0.992,1
"Polr3a",0.202096303188968,-0.108065001129955,0.251,0.282,1
"Polh",0.202129628791335,-0.421714446923252,0.04,0.054,1
"Prune2",0.202129628791335,-0.421714446923252,0.04,0.054,1
"Chmp3",0.202167069882038,-0.0427929088945271,0.87,0.893,1
"Tap2",0.202187694996438,-0.225768005890605,0.15,0.173,1
"Kdelr2",0.202438013547173,0.0470671501541871,0.997,0.994,1
"Tma7",0.202538647973903,0.0293597003491088,1,1,1
"St8sia5",0.202582217879078,0.455666266412792,0.04,0.028,1
"Rsph9",0.202679641800294,0.220093914202614,0.099,0.08,1
"Car3",0.202697676297554,1.04593047856173,0.158,0.137,1
"Gm10645",0.202847832228157,-0.524525252507027,0.028,0.04,1
"Map9",0.202886493361563,-0.0965462866018431,0.483,0.525,1
"Dmxl1",0.202915963469322,-0.10244742973878,0.507,0.541,1
"Arl16",0.202969849248407,-0.0791586544970465,0.584,0.622,1
"Gm11713",0.203031403242037,-0.225989976048884,0.119,0.141,1
"0610030E20Rik",0.203209265636525,-0.128705290885093,0.47,0.493,1
"Kcnk5",0.203245262561829,-0.35897869157529,0.061,0.078,1
"Tom1",0.20329922177599,0.202776417984541,0.387,0.366,1
"P2ry1",0.20338452957908,0.152403977041174,0.318,0.29,1
"Ubr2",0.203493904895235,0.0970344018776994,0.713,0.704,1
"Smad1",0.203500449737919,-0.074581012146212,0.769,0.785,1
"Sdc3",0.203505072087852,0.16426989122189,0.613,0.598,1
"Tbce",0.203639744364407,-0.0844483659161691,0.644,0.66,1
"Chchd6",0.204035662602058,-0.0791189603130477,0.637,0.678,1
"Rest",0.20410725207118,0.0527331549273009,0.883,0.877,1
"Rap1gap",0.204218948960451,-0.0116776287027748,0.321,0.362,1
"Tmem230",0.20423806348371,-0.0516178408876402,0.914,0.93,1
"Top3a",0.204358553063429,-0.223355717786462,0.148,0.171,1
"Ambra1",0.204395867458898,-0.133179668795592,0.381,0.41,1
"Zfp740",0.204514329781616,-0.0413900819323961,0.698,0.748,1
"Dcaf5",0.20462549308112,-0.0920025458406774,0.375,0.41,1
"Pde6d",0.204665316564659,0.0831940826805284,0.809,0.785,1
"Agtpbp1",0.204667926633632,-0.0789911524602985,0.408,0.447,1
